#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 07 04 08 50 100  1.0  2.0   2.2    11   7.9 308 1012.5  12.4    MM  12.3   MM   MM    MM
2024 07 04 08 40  90  1.0  2.0   2.2    MM   7.9 308 1012.4  12.7    MM  12.6   MM   MM    MM
2024 07 04 08 30  60  1.0  2.0    MM    MM    MM  MM 1012.4  12.8    MM  12.7   MM   MM    MM
2024 07 04 08 20  50  1.0  2.0   2.3    11   8.0 313 1012.5  12.8    MM  12.7   MM   MM    MM
2024 07 04 08 10  MM  0.0  2.0   2.3    MM   8.0 313 1012.5  12.8    MM  12.7   MM   MM    MM
2024 07 04 08 00 110  1.0  2.0    MM    MM    MM  MM 1012.3  12.7    MM  12.6   MM +0.6    MM
2024 07 04 07 50 100  1.0  2.0   2.4    10   8.1 314 1012.2  12.6    MM  12.5   MM   MM    MM
2024 07 04 07 40 130  1.0  3.0    MM    MM    MM  MM 1012.2  12.6    MM  12.5   MM   MM    MM
2024 07 04 07 30 130  1.0  3.0    MM    MM    MM  MM 1012.2  12.6    MM  12.5   MM   MM    MM
2024 07 04 07 20 130  1.0  3.0   2.4    11   8.2 311 1012.2  12.6    MM  12.5   MM   MM    MM
2024 07 04 07 10 160  2.0  4.0   2.4    MM   8.2 311 1012.2  12.7    MM  12.6   MM   MM    MM
2024 07 04 07 00 170  2.0  5.0    MM    MM    MM  MM 1012.2  12.7    MM  12.6   MM +0.8    MM
2024 07 04 06 50 170  3.0  5.0   2.2    10   7.9 315 1012.1  12.8    MM  12.6   MM   MM    MM
2024 07 04 06 40 160  3.0  5.0    MM    MM    MM  MM 1012.1  12.8    MM  12.6   MM   MM    MM
2024 07 04 06 30 150  3.0  5.0    MM    MM    MM  MM 1012.1  12.9    MM  12.7   MM   MM    MM
2024 07 04 06 20 160  4.0  5.0   2.3    10   8.1 319 1012.0  12.9    MM  12.7   MM   MM    MM
2024 07 04 06 10 150  4.0  6.0   2.3    MM   8.1 319 1011.9  12.9    MM  12.7   MM   MM    MM
2024 07 04 06 00 140  4.0  6.0    MM    MM    MM  MM 1011.9  13.0    MM  12.8   MM +0.9    MM
2024 07 04 05 50 140  4.0  6.0   2.4    11   8.0 315 1011.9  13.0    MM  12.8   MM   MM    MM
2024 07 04 05 40 140  4.0  6.0    MM    MM    MM  MM 1011.9  13.0    MM  12.8   MM   MM    MM
2024 07 04 05 30 130  3.0  5.0    MM    MM    MM  MM 1011.9  13.0    MM  12.8   MM   MM    MM
2024 07 04 05 20 130  3.0  6.0   2.3    11   8.1 316 1011.9  13.1    MM  12.9   MM   MM    MM
2024 07 04 05 10 130  3.0  5.0   2.3    MM   8.1 316 1011.8  13.1    MM  12.9   MM   MM    MM
2024 07 04 05 00 130  4.0  5.0    MM    MM    MM  MM 1011.7  13.2    MM  13.0   MM +0.8    MM
2024 07 04 04 50 130  4.0  6.0   2.2    10   8.0 318 1011.6  13.3    MM  13.1   MM   MM    MM
2024 07 04 04 40 130  4.0  6.0    MM    MM    MM  MM 1011.5  13.3    MM  13.1   MM   MM    MM
2024 07 04 04 30 130  4.0  5.0    MM    MM    MM  MM 1011.5  13.3    MM  13.1   MM   MM    MM
2024 07 04 04 20 120  3.0  6.0   2.3    11   8.1 320 1011.3  13.2    MM  13.0   MM   MM    MM
2024 07 04 04 10 110  3.0  5.0   2.3    MM   8.1 320 1011.3  13.3    MM  13.1   MM   MM    MM
2024 07 04 04 00 110  3.0  5.0    MM    MM    MM  MM 1011.3  13.3    MM  13.1   MM +0.4    MM
2024 07 04 03 50 110  3.0  5.0   2.4    10   8.2 315 1011.3  13.3    MM  13.1   MM   MM    MM
2024 07 04 03 40 110  3.0  5.0   2.4    MM   8.2 315 1011.2  13.4    MM  13.2   MM   MM    MM
2024 07 04 03 30 110  3.0  5.0    MM    MM    MM  MM 1011.1  13.4    MM  13.0   MM   MM    MM
2024 07 04 03 20 100  2.0  5.0   2.6    10   8.3 316 1011.0  13.4    MM  13.0   MM   MM    MM
2024 07 04 03 10 110  2.0  4.0    MM    MM    MM  MM 1010.9  13.6    MM  13.2   MM   MM    MM
2024 07 04 03 00 100  3.0  6.0    MM    MM    MM  MM 1010.9  13.7    MM  13.3   MM -0.3    MM
2024 07 04 02 50 100  2.0  4.0   2.4    10   8.2 318 1011.0  13.8    MM  13.4   MM   MM    MM
2024 07 04 02 40  90  2.0  3.0    MM    MM    MM  MM 1011.0  13.8    MM  13.3   MM   MM    MM
2024 07 04 02 30  80  2.0  4.0    MM    MM    MM  MM 1011.0  13.8    MM  13.3   MM   MM    MM
2024 07 04 02 20  90  2.0  3.0   2.5    11   8.5 319 1011.0  13.9    MM  13.4   MM   MM    MM
2024 07 04 02 10  90  2.0  4.0    MM    MM    MM  MM 1010.9  13.9    MM  13.4   MM   MM    MM
2024 07 04 02 00  80  2.0  4.0    MM    MM    MM  MM 1010.8  13.9    MM  13.4   MM -0.8    MM
2024 07 04 01 50  90  2.0  3.0   2.4    11   8.0 321 1010.9  14.0    MM  13.5   MM   MM    MM
2024 07 04 01 40  80  2.0  3.0   2.4    MM   8.0 321 1010.8  14.0    MM  13.4   MM   MM    MM
2024 07 04 01 30  60  2.0  3.0    MM    MM    MM  MM 1010.8  14.1    MM  13.4   MM   MM    MM
2024 07 04 01 20  70  2.0  4.0   2.4    11   8.3 320 1010.8  14.1    MM  13.4   MM   MM    MM
2024 07 04 01 10  80  1.0  3.0   2.4    MM   8.3 320 1010.8  14.3    MM  13.6   MM   MM    MM
2024 07 04 01 00  80  1.0  2.0    MM    MM    MM  MM 1010.9  14.2    MM  13.5   MM -0.5    MM
2024 07 04 00 50  80  1.0  3.0   2.5    11   8.3 316 1010.8  14.2    MM  13.5   MM   MM    MM
2024 07 04 00 40  90  2.0  3.0   2.5    MM   8.3 316 1010.8  14.2    MM  13.5   MM   MM    MM
2024 07 04 00 30 100  2.0  3.0    MM    MM    MM  MM 1010.9  14.2    MM  13.5   MM   MM    MM
2024 07 04 00 20 100  2.0  3.0   2.3    11   7.9 320 1011.0  14.2    MM  13.6   MM   MM    MM
2024 07 04 00 10 100  2.0  3.0   2.3    MM   7.9 320 1011.2  14.1    MM  13.4   MM   MM    MM
2024 07 04 00 00  90  1.0  3.0    MM    MM    MM  MM 1011.2  14.1    MM  13.4   MM -0.5    MM
2024 07 03 23 50  80  1.0  3.0   2.2    11   7.8 319 1011.2  14.0    MM  13.3   MM   MM    MM
2024 07 03 23 40  90  1.0  3.0    MM    MM    MM  MM 1011.2  13.9    MM  13.2   MM   MM    MM
2024 07 03 23 10 130  1.0  2.0   2.1    MM   7.7 318 1011.3  13.8    MM  13.3   MM   MM    MM
2024 07 03 23 00 130  1.0  2.0    MM    MM    MM  MM 1011.4  13.6    MM  13.1   MM -0.3    MM
2024 07 03 22 50 150  1.0  3.0   2.4    10   8.2 313 1011.4  13.4    MM  13.0   MM   MM    MM
2024 07 03 22 40 160  2.0  3.0    MM    MM    MM  MM 1011.3  13.3    MM  12.9   MM   MM    MM
2024 07 03 22 30 170  2.0  4.0    MM    MM    MM  MM 1011.4  13.3    MM  12.9   MM   MM    MM
2024 07 03 22 20 170  2.0  4.0   2.3    11   7.8 315 1011.5  13.4    MM  12.9   MM   MM    MM
2024 07 03 22 10 170  2.0  3.0   2.3    MM   7.8 315 1011.5  13.4    MM  12.9   MM   MM    MM
2024 07 03 22 00 170  2.0  3.0    MM    MM    MM  MM 1011.4  13.4    MM  12.9   MM -0.4    MM
2024 07 03 21 50 160  2.0  4.0   2.2    11   7.8 315 1011.5  13.4    MM  12.9   MM   MM    MM
2024 07 03 21 40 160  2.0  4.0    MM    MM    MM  MM 1011.6  13.4    MM  13.0   MM   MM    MM
2024 07 03 21 30 160  2.0  4.0    MM    MM    MM  MM 1011.5  13.3    MM  12.9   MM   MM    MM
2024 07 03 21 20 160  2.0  4.0   2.6    11   8.1 314 1011.6  13.2    MM  12.8   MM   MM    MM
2024 07 03 21 10 170  2.0  5.0   2.6    MM   8.1 314 1011.6  13.2    MM  12.8   MM   MM    MM
2024 07 03 21 00 170  2.0  4.0    MM    MM    MM  MM 1011.7  13.1    MM  12.7   MM +0.4    MM
2024 07 03 20 50 160  2.0  5.0   2.6    11   8.2 315 1011.8  13.1    MM  12.7   MM   MM    MM
2024 07 03 20 40 160  2.0  5.0   2.6    MM   8.2 315 1011.8  13.0    MM  12.6   MM   MM    MM
2024 07 03 20 30 170  2.0  4.0    MM    MM    MM  MM 1011.8  13.1    MM  12.6   MM   MM    MM
2024 07 03 20 20 170  2.0  4.0   3.0    10   8.4 315 1011.8  13.1    MM  12.6   MM   MM    MM
2024 07 03 20 10 170  3.0  4.0    MM    MM    MM  MM 1011.8  13.1    MM  12.6   MM   MM    MM
2024 07 03 20 00 170  2.0  5.0    MM    MM    MM  MM 1011.9  13.2    MM  12.7   MM +1.0    MM
2024 07 03 19 50 170  2.0  5.0   2.7    11   8.1 321 1011.9  13.2    MM  12.7   MM   MM    MM
2024 07 03 19 40 150  2.0  4.0    MM    MM    MM  MM 1011.8  13.2    MM  12.6   MM   MM    MM
2024 07 03 19 30 150  2.0  4.0    MM    MM    MM  MM 1011.8  13.2    MM  12.5   MM   MM    MM
2024 07 03 19 20 150  2.0  4.0   2.8    10   8.4 316 1011.8  13.1    MM  12.4   MM   MM    MM
2024 07 03 19 10 150  2.0  4.0   2.8    MM   8.4 316 1011.8  13.0    MM  12.3   MM   MM    MM
2024 07 03 19 00 160  2.0  4.0    MM    MM    MM  MM 1011.8  12.9    MM  12.2   MM +1.4    MM
2024 07 03 18 50 150  2.0  5.0   2.9    11   8.4 319 1011.6  13.0    MM  12.2   MM   MM    MM
2024 07 03 18 40 140  2.0  4.0   2.9    MM   8.4 319 1011.6  12.9    MM  12.1   MM   MM    MM
2024 07 03 18 30 140  2.0  5.0    MM    MM    MM  MM 1011.5  12.9    MM  12.1   MM   MM    MM
2024 07 03 18 20 140  2.0  5.0   2.6    11   7.8 321 1011.5  12.9    MM  12.0   MM   MM    MM
2024 07 03 18 10 120  2.0  4.0   2.6    MM   7.8 321 1011.4  12.8    MM  11.8   MM   MM    MM
2024 07 03 18 00 120  2.0  4.0    MM    MM    MM  MM 1011.3  12.8    MM  11.8   MM +1.4    MM
2024 07 03 17 50 120  1.0  4.0   2.8    11   8.2 322 1011.2  12.6    MM  11.6   MM   MM    MM
2024 07 03 17 40 130  1.0  3.0    MM    MM    MM  MM 1011.2  12.4    MM  11.4   MM   MM    MM
2024 07 03 17 30  MM  0.0  2.0    MM    MM    MM  MM 1011.0  12.3    MM  11.4   MM   MM    MM
2024 07 03 17 20  MM  0.0  2.0   2.8    11   8.2 319 1011.0  12.0    MM  11.2   MM   MM    MM
2024 07 03 17 10 180  1.0  2.0   2.8    MM   8.2 319 1010.8  11.9    MM  11.1   MM   MM    MM
2024 07 03 17 00 180  1.0  2.0    MM    MM    MM  MM 1010.8  11.8    MM  11.0   MM +1.4    MM
2024 07 03 16 50 180  1.0  3.0   2.5    10   8.0 317 1010.7  11.7    MM  10.9   MM   MM    MM
2024 07 03 16 40 190  1.0  2.0    MM    MM    MM  MM 1010.6  11.6    MM  10.8   MM   MM    MM
2024 07 03 16 30 210  1.0  3.0    MM    MM    MM  MM 1010.6  11.5    MM  10.8   MM   MM    MM
2024 07 03 16 20 210  1.0  3.0   2.5    11   7.9 319 1010.6  11.6    MM  10.8   MM   MM    MM
2024 07 03 16 10 200  1.0  3.0   2.5    MM   7.9 319 1010.5  11.6    MM  10.8   MM   MM    MM
2024 07 03 16 00 190  1.0  2.0    MM    MM    MM  MM 1010.4  11.7    MM  10.7   MM +1.7    MM
2024 07 03 15 50  MM  0.0  3.0   2.7    11   8.1 320 1010.3  11.8    MM  10.8   MM   MM    MM
2024 07 03 15 40  MM  0.0  1.0   2.7    MM   8.1 320 1010.3  11.8    MM  10.8   MM   MM    MM
2024 07 03 15 30  MM  0.0  1.0    MM    MM    MM  MM 1010.1  11.5    MM  10.7   MM   MM    MM
2024 07 03 15 20 350  1.0  3.0   2.8    11   8.5 321 1010.0  11.2    MM  10.5   MM   MM    MM
2024 07 03 15 10 300  1.0  3.0   2.8    MM   8.5 321 1010.0  11.1    MM  10.4   MM   MM    MM
2024 07 03 15 00 290  2.0  3.0    MM    MM    MM  MM 1009.9  11.1    MM  10.4   MM +1.6    MM
2024 07 03 14 50 290  2.0  3.0   2.7    10   8.2 316 1009.8  11.0    MM  10.3   MM   MM    MM
2024 07 03 14 40 280  2.0  3.0    MM    MM    MM  MM 1009.8  11.0    MM  10.3   MM   MM    MM
2024 07 03 14 30 290  2.0  3.0    MM    MM    MM  MM 1009.6  10.9    MM  10.3   MM   MM    MM
2024 07 03 14 20 310  2.0  3.0   2.5    11   7.9 318 1009.5  10.9    MM  10.4   MM   MM    MM
2024 07 03 14 10 310  2.0  3.0   2.5    MM   7.9 318 1009.6  10.9    MM  10.4   MM   MM    MM
2024 07 03 14 00 300  2.0  4.0    MM    MM    MM  MM 1009.5  10.7    MM  10.2   MM +1.4    MM
2024 07 03 13 50 300  2.0  4.0   2.7    11   8.0 316 1009.3  10.7    MM  10.2   MM   MM    MM
2024 07 03 13 40 300  2.0  3.0    MM    MM    MM  MM 1009.1  10.6    MM  10.2   MM   MM    MM
2024 07 03 13 30 290  2.0  3.0    MM    MM    MM  MM 1009.0  10.6    MM  10.2   MM   MM    MM
2024 07 03 13 20 300  2.0  3.0   2.6    11   8.0 318 1008.9  10.5    MM  10.1   MM   MM    MM
2024 07 03 13 10 290  2.0  3.0   2.6    MM   8.0 318 1008.9  10.5    MM  10.1   MM   MM    MM
2024 07 03 13 00 270  2.0  3.0    MM    MM    MM  MM 1008.8  10.5    MM  10.1   MM +0.6    MM
2024 07 03 12 50 270  1.0  2.0   2.8    11   7.9 314 1008.7  10.5    MM  10.1   MM   MM    MM
2024 07 03 12 40  MM  0.0  3.0    MM    MM    MM  MM 1008.6  10.6    MM  10.2   MM   MM    MM
2024 07 03 12 30  MM  0.0  2.0    MM    MM    MM  MM 1008.6  10.6    MM  10.2   MM   MM    MM
2024 07 03 12 20  10  1.0  3.0   2.6    11   7.9 315 1008.4  10.6    MM  10.2   MM   MM    MM
2024 07 03 12 10 350  2.0  3.0    MM    MM    MM  MM 1008.5  10.5    MM  10.1   MM   MM    MM
2024 07 03 12 00 340  2.0  3.0    MM    MM    MM  MM 1008.4  10.5    MM  10.1   MM +0.3    MM
2024 07 03 11 50 350  2.0  4.0   2.9    11   8.1 317 1008.4  10.5    MM  10.1   MM   MM    MM
2024 07 03 11 40 350  3.0  4.0    MM    MM    MM  MM 1008.3  10.5    MM  10.1   MM   MM    MM
2024 07 03 11 30 350  3.0  4.0    MM    MM    MM  MM 1008.2  10.5    MM  10.1   MM   MM    MM
2024 07 03 11 20 340  3.0  4.0   2.8    11   7.9 319 1008.3  10.5    MM  10.1   MM   MM    MM
2024 07 03 11 10 340  3.0  5.0   2.8    MM   7.9 319 1008.3  10.5    MM  10.1   MM   MM    MM
2024 07 03 11 00 340  3.0  5.0    MM    MM    MM  MM 1008.2  10.6    MM  10.1   MM +0.0    MM
2024 07 03 10 50 330  4.0  5.0   2.7    11   7.9 321 1008.2  10.6    MM  10.1   MM   MM    MM
2024 07 03 10 40 330  4.0  6.0    MM    MM    MM  MM 1008.2  10.6    MM  10.1   MM   MM    MM
2024 07 03 10 30 320  4.0  5.0    MM    MM    MM  MM 1008.2  10.6    MM  10.2   MM   MM    MM
2024 07 03 10 20 320  4.0  6.0   3.0    11   8.3 317 1008.1  10.6    MM  10.2   MM   MM    MM
2024 07 03 10 10 330  4.0  5.0   3.0    MM   8.3 317 1008.0  10.5    MM  10.1   MM   MM    MM
2024 07 03 10 00 330  4.0  6.0    MM    MM    MM  MM 1008.1  10.5    MM  10.1   MM +0.0    MM
2024 07 03 09 50 330  4.0  5.0   3.2    11   8.2 317 1008.2  10.6    MM  10.2   MM   MM    MM
2024 07 03 09 40 330  4.0  6.0    MM    MM    MM  MM 1008.1  10.6    MM  10.2   MM   MM    MM
2024 07 03 09 30 330  4.0  6.0    MM    MM    MM  MM 1008.1  10.6    MM  10.2   MM   MM    MM
2024 07 03 09 20 330  4.0  6.0   2.8    11   7.8 314 1008.1  10.5    MM  10.1   MM   MM    MM
2024 07 03 09 10 320  4.0  5.0   2.8    MM   7.8 314 1008.1  10.5    MM  10.1   MM   MM    MM
2024 07 03 09 00 320  4.0  5.0    MM    MM    MM  MM 1008.1  10.6    MM  10.2   MM +0.0    MM
2024 07 03 08 50 330  3.0  5.0   2.6    10   7.4 313 1008.1  10.6    MM  10.2   MM   MM    MM
2024 07 03 08 40 320  4.0  5.0   2.6    MM   7.4 313 1008.1  10.6    MM  10.2   MM   MM    MM
2024 07 03 08 30 310  4.0  5.0    MM    MM    MM  MM 1008.2  10.6    MM  10.2   MM   MM    MM
2024 07 03 08 20 310  3.0  5.0   3.3    10   8.1 315 1008.1  10.7    MM  10.2   MM   MM    MM
2024 07 03 08 10 330  3.0  5.0   3.3    MM   8.1 315 1008.0  10.7    MM  10.2   MM   MM    MM
2024 07 03 08 00 320  4.0  5.0    MM    MM    MM  MM 1008.0  10.7    MM  10.2   MM -0.3    MM
2024 07 03 07 50 340  3.0  5.0   3.0    10   7.6 320 1008.1  10.8    MM  10.3   MM   MM    MM
2024 07 03 07 40 340  4.0  6.0    MM    MM    MM  MM 1008.2  10.9    MM  10.2   MM   MM    MM
2024 07 03 07 30 340  5.0  7.0    MM    MM    MM  MM 1008.3  10.9    MM  10.2   MM   MM    MM
2024 07 03 07 20 340  5.0  7.0   3.0    10   7.4 321 1008.2  11.0    MM  10.3   MM   MM    MM
2024 07 03 07 10 330  5.0  7.0   3.0    MM   7.4 321 1008.2  11.1    MM  10.3   MM   MM    MM
2024 07 03 07 00 330  6.0  7.0    MM    MM    MM  MM 1008.2  11.1    MM  10.3   MM +0.3    MM
2024 07 03 06 50 330  6.0  8.0   2.8    10   7.3 320 1008.3  11.2    MM  10.4   MM   MM    MM
2024 07 03 06 40 330  6.0  8.0    MM    MM    MM  MM 1008.4  11.2    MM  10.4   MM   MM    MM
2024 07 03 06 30 320  6.0  8.0    MM    MM    MM  MM 1008.4  11.3    MM  10.5   MM   MM    MM
2024 07 03 06 20 320  6.0  8.0   3.0    11   7.8 317 1008.5  11.4    MM  10.4   MM   MM    MM
2024 07 03 06 10 320  6.0  8.0   3.0    MM   7.8 317 1008.4  11.4    MM  10.4   MM   MM    MM
2024 07 03 06 00 320  7.0  9.0    MM    MM    MM  MM 1008.3  11.5    MM  10.5   MM +0.3    MM
2024 07 03 05 50 320  7.0  9.0   2.9    11   7.4 321 1008.3  11.5    MM  10.5   MM   MM    MM
2024 07 03 05 40 330  7.0  9.0    MM    MM    MM  MM 1008.3  11.5    MM  10.5   MM   MM    MM
2024 07 03 05 30 320  7.0  9.0    MM    MM    MM  MM 1008.3  11.5    MM  10.5   MM   MM    MM
2024 07 03 05 20 330  7.0  9.0   2.7    10   7.1 323 1008.3  11.6    MM  10.6   MM   MM    MM
2024 07 03 05 10 330  6.0  8.0   2.7    MM   7.1 323 1008.3  11.6    MM  10.6   MM   MM    MM
2024 07 03 05 00 330  6.0  8.0    MM    MM    MM  MM 1008.4  11.6    MM  10.6   MM +0.4    MM
2024 07 03 04 50 320  7.0  9.0   2.8    11   7.3 316 1008.1  11.7    MM  10.7   MM   MM    MM
2024 07 03 04 40 320  8.0 10.0    MM    MM    MM  MM 1008.1  11.7    MM  10.7   MM   MM    MM
2024 07 03 04 30 320  8.0 10.0    MM    MM    MM  MM 1007.9  11.8    MM  10.7   MM   MM    MM
2024 07 03 04 20 320  8.0 10.0   2.6    10   7.2 318 1007.9  11.8    MM  10.7   MM   MM    MM
2024 07 03 04 10 320  8.0 10.0   2.6    MM   7.2 318 1007.9  11.8    MM  10.7   MM   MM    MM
2024 07 03 04 00 320  7.0  9.0    MM    MM    MM  MM 1007.9  11.8    MM  10.7   MM -0.5    MM
2024 07 03 03 50 320  7.0  9.0   2.8    11   7.3 316 1008.0  11.8    MM  10.7   MM   MM    MM
2024 07 03 03 40 310  7.0  9.0    MM    MM    MM  MM 1008.0  11.9    MM  10.8   MM   MM    MM
2024 07 03 03 30 320  7.0  9.0    MM    MM    MM  MM 1008.0  11.9    MM  10.8   MM   MM    MM
2024 07 03 03 20 320  8.0  9.0   2.8    11   7.1 326 1007.9  12.0    MM  10.8   MM   MM    MM
2024 07 03 03 10 320  8.0 10.0   2.8    MM   7.1 326 1007.8  12.0    MM  10.7   MM   MM    MM
2024 07 03 03 00 330  7.0 10.0    MM    MM    MM  MM 1007.9  12.0    MM  10.7   MM -0.9    MM
2024 07 03 02 50 320  7.0  9.0   2.8    10   7.1 324 1008.1  12.1    MM  10.8   MM   MM    MM
2024 07 03 02 40 320  7.0  9.0    MM    MM    MM  MM 1008.1  12.1    MM  10.8   MM   MM    MM
2024 07 03 02 30 320  7.0 10.0    MM    MM    MM  MM 1008.1  12.2    MM  10.9   MM   MM    MM
2024 07 03 02 20 320  7.0  9.0   2.8    10   7.3 318 1008.3  12.1    MM  10.8   MM   MM    MM
2024 07 03 02 10 320  8.0 10.0    MM    MM    MM  MM 1008.1  12.1    MM  10.8   MM   MM    MM
2024 07 03 02 00 320  8.0 10.0    MM    MM    MM  MM 1007.9  12.0    MM  10.8   MM -1.6    MM
2024 07 03 01 50 320  8.0 10.0   2.9    11   7.3 324 1008.0  12.1    MM  10.9   MM   MM    MM
2024 07 03 01 40 320  8.0 10.0    MM    MM    MM  MM 1007.9  12.1    MM  10.9   MM   MM    MM
2024 07 03 01 30 320  8.0 10.0    MM    MM    MM  MM 1008.1  12.1    MM  10.8   MM   MM    MM
2024 07 03 01 20 320  8.0 10.0   2.7    10   7.1 319 1008.1  12.2    MM  10.9   MM   MM    MM
2024 07 03 01 10 320  7.0  9.0   2.7    MM   7.1 319 1008.1  12.2    MM  10.9   MM   MM    MM
2024 07 03 01 00 320  7.0  9.0    MM    MM    MM  MM 1008.3  12.1    MM  10.9   MM -1.3    MM
2024 07 03 00 50 320  6.0  8.0   2.8    10   7.4 322 1008.5  12.2    MM  11.0   MM   MM    MM
2024 07 03 00 40 320  7.0  9.0    MM    MM    MM  MM 1008.6  12.1    MM  11.0   MM   MM    MM
2024 07 03 00 30 320  7.0  9.0    MM    MM    MM  MM 1008.5  12.1    MM  11.0   MM   MM    MM
2024 07 03 00 20 320  7.0  9.0   2.7    10   7.3 317 1008.6  12.0    MM  10.9   MM   MM    MM
2024 07 03 00 10 320  7.0  9.0   2.7    MM   7.3 317 1008.7  11.9    MM  10.9   MM   MM    MM
2024 07 03 00 00 320  7.0  9.0    MM    MM    MM  MM 1008.8  11.9    MM  10.9   MM -1.3    MM
2024 07 02 23 50 320  7.0  9.0   2.6    10   7.4 324 1008.9  11.9    MM  10.9   MM   MM    MM
2024 07 02 23 40 320  7.0  9.0    MM    MM    MM  MM 1009.0  11.9    MM  10.9   MM   MM    MM
2024 07 02 23 30 320  7.0  9.0    MM    MM    MM  MM 1009.0  11.9    MM  10.9   MM   MM    MM
2024 07 02 23 20 320  7.0  8.0   2.4    11   6.9 324 1009.2  11.9    MM  10.9   MM   MM    MM
2024 07 02 23 10 310  7.0  9.0    MM    MM    MM  MM 1009.3  11.8    MM  10.8   MM   MM    MM
2024 07 02 23 00 310  7.0  8.0    MM    MM    MM  MM 1009.4  11.7    MM  10.9   MM -1.2    MM
2024 07 02 22 50 310  7.0  9.0   2.5    10   7.2 320 1009.4  11.7    MM  10.9   MM   MM    MM
2024 07 02 22 40 310  7.0  9.0   2.5    MM   7.2 320 1009.4  11.6    MM  10.8   MM   MM    MM
2024 07 02 22 30 320  7.0  9.0    MM    MM    MM  MM 1009.4  11.6    MM  10.8   MM   MM    MM
2024 07 02 22 20 310  7.0  8.0   2.2     9   6.6 324 1009.5  11.6    MM  10.8   MM   MM    MM
2024 07 02 22 10 310  7.0  8.0   2.2    MM   6.6 324 1009.6  11.5    MM  10.8   MM   MM    MM
2024 07 02 22 00 310  7.0  8.0    MM    MM    MM  MM 1009.7  11.5    MM  10.8   MM -1.0    MM
2024 07 02 21 50 310  7.0  9.0   2.6    10   7.3 321 1009.7  11.4    MM  10.7   MM   MM    MM
2024 07 02 21 40 310  7.0  9.0   2.6    MM   7.3 321 1009.8  11.4    MM  10.7   MM   MM    MM
2024 07 02 21 30 310  7.0  8.0    MM    MM    MM  MM 1009.8  11.4    MM  10.7   MM   MM    MM
2024 07 02 21 20 320  6.0  8.0   2.2    11   6.6 319 1010.0  11.4    MM  10.7   MM   MM    MM
2024 07 02 21 10 320  6.0  8.0   2.2    MM   6.6 319 1010.1  11.3    MM  10.6   MM   MM    MM
2024 07 02 21 00 310  7.0  8.0    MM    MM    MM  MM 1010.2  11.3    MM  10.6   MM -0.3    MM
2024 07 02 20 50 310  7.0  8.0   2.5    10   7.1 321 1010.3  11.2    MM  10.5   MM   MM    MM
2024 07 02 20 40 310  7.0  9.0   2.5    MM   7.1 321 1010.3  11.2    MM  10.5   MM   MM    MM
2024 07 02 20 30 320  7.0  9.0    MM    MM    MM  MM 1010.4  11.2    MM  10.5   MM   MM    MM
2024 07 02 20 20 320  7.0  8.0   2.5    10   7.1 320 1010.4  11.2    MM  10.5   MM   MM    MM
2024 07 02 20 10 320  7.0  8.0   2.5    MM   7.1 320 1010.5  11.2    MM  10.5   MM   MM    MM
2024 07 02 20 00 320  7.0  8.0    MM    MM    MM  MM 1010.7  11.1    MM  10.6   MM +0.4    MM
2024 07 02 19 50 320  7.0  9.0   2.5    10   7.0 319 1010.6  11.1    MM  10.6   MM   MM    MM
2024 07 02 19 40 310  7.0  9.0    MM    MM    MM  MM 1010.7  11.1    MM  10.6   MM   MM    MM
2024 07 02 19 30 310  7.0  9.0    MM    MM    MM  MM 1010.7  11.0    MM  10.5   MM   MM    MM
2024 07 02 19 20 320  7.0  9.0   2.6    10   6.9 317 1010.7  11.0    MM  10.5   MM   MM    MM
2024 07 02 19 10 310  7.0  9.0    MM    MM    MM  MM 1010.7  11.0    MM  10.5   MM   MM    MM
2024 07 02 19 00 310  7.0  8.0   2.6    MM   6.9 317 1010.7  11.0    MM  10.5   MM +0.6    MM
2024 07 02 18 50 310  7.0  9.0   2.4    10   6.8 309 1010.7  11.0    MM  10.5   MM   MM    MM
2024 07 02 18 40 320  7.0  9.0    MM    MM    MM  MM 1010.6  11.0    MM  10.5   MM   MM    MM
2024 07 02 18 30 320  7.0  8.0    MM    MM    MM  MM 1010.6  11.0    MM  10.5   MM   MM    MM
2024 07 02 18 20 320  7.0  9.0   2.5     9   6.8 315 1010.5  10.9    MM  10.4   MM   MM    MM
2024 07 02 18 10 310  7.0  8.0   2.5    MM   6.8 315 1010.5  10.9    MM  10.4   MM   MM    MM
2024 07 02 18 00 320  6.0  8.0    MM    MM    MM  MM 1010.4  10.9    MM  10.4   MM +0.6    MM
2024 07 02 17 50 320  6.0  9.0   2.4    10   6.7 313 1010.4  10.8    MM  10.3   MM   MM    MM
2024 07 02 17 40 320  6.0  8.0    MM    MM    MM  MM 1010.3  10.8    MM  10.3   MM   MM    MM
2024 07 02 17 30 320  6.0  8.0    MM    MM    MM  MM 1010.3  10.8    MM  10.3   MM   MM    MM
2024 07 02 17 20 320  6.0  8.0   2.4    10   6.7 316 1010.2  10.8    MM  10.3   MM   MM    MM
2024 07 02 17 10 320  6.0  8.0   2.4    MM   6.7 316 1010.3  10.8    MM  10.3   MM   MM    MM
