#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 07 06 00 50 300  6.0  8.0   1.2    17   8.0 217 1011.8  14.2    MM  14.0   MM   MM    MM
2024 07 06 00 40 300  6.0  8.0   1.2    MM   8.0 217 1011.9  14.2    MM  14.0   MM   MM    MM
2024 07 06 00 30 300  6.0  8.0    MM    MM    MM  MM 1012.0  14.1    MM  14.0   MM   MM    MM
2024 07 06 00 20 290  6.0  7.0   1.2    16   8.3 206 1012.1  14.0    MM  13.9   MM   MM    MM
2024 07 06 00 10 290  5.0  6.0   1.2    MM   8.3 206 1012.2  13.9    MM  13.8   MM   MM    MM
2024 07 06 00 00 280  5.0  6.0    MM    MM    MM  MM 1012.3  13.8    MM  13.7   MM -2.1    MM
2024 07 05 23 50 280  5.0  6.0   1.2    16   8.7 192 1012.5  13.8    MM  13.7   MM   MM    MM
2024 07 05 23 40 280  4.0  5.0    MM    MM    MM  MM 1012.7  13.7    MM  13.6   MM   MM    MM
2024 07 05 23 20 290  4.0  5.0   1.3     9   8.6 290 1012.8  13.7    MM  13.6   MM   MM    MM
2024 07 05 23 10 290  5.0  6.0    MM    MM    MM  MM 1013.0  13.7    MM  13.6   MM   MM    MM
2024 07 05 23 00 290  5.0  6.0    MM    MM    MM  MM 1013.0  13.7    MM  13.6   MM -2.0    MM
2024 07 05 22 50 290  4.0  5.0   1.2     8   8.0 302 1013.3  13.6    MM  13.5   MM   MM    MM
2024 07 05 22 40 280  4.0  5.0    MM    MM    MM  MM 1013.5  13.5    MM  13.4   MM   MM    MM
2024 07 05 22 30 270  3.0  5.0    MM    MM    MM  MM 1013.6  13.4    MM  13.3   MM   MM    MM
2024 07 05 22 20 280  3.0  4.0   1.3    16   8.6 187 1013.7  13.2    MM  13.1   MM   MM    MM
2024 07 05 22 10 280  3.0  4.0   1.3    MM   8.6 187 1013.7  13.0    MM  13.0   MM   MM    MM
2024 07 05 22 00 280  3.0  4.0    MM    MM    MM  MM 1013.8  12.8    MM  12.8   MM -1.3    MM
2024 07 05 21 50 280  3.0  4.0   1.4     9   8.6 298 1013.8  12.7    MM  12.7   MM   MM    MM
2024 07 05 21 40 280  3.0  4.0   1.4    MM   8.6 298 1014.0  12.3    MM  12.3   MM   MM    MM
2024 07 05 21 30 270  3.0  4.0    MM    MM    MM  MM 1014.1  12.2    MM  12.2   MM   MM    MM
2024 07 05 21 20 280  3.0  3.0   1.3    17   8.5 222 1014.2  12.0    MM  12.0   MM   MM    MM
2024 07 05 21 10 270  2.0  3.0   1.3    MM   8.5 222 1014.3  11.9    MM  11.9   MM   MM    MM
2024 07 05 21 00 280  3.0  3.0    MM    MM    MM  MM 1014.4  11.7    MM  11.7   MM -0.6    MM
2024 07 05 20 50 270  3.0  4.0   1.1    15   8.1 196 1014.5  11.5    MM  11.5   MM   MM    MM
2024 07 05 20 40 270  3.0  4.0   1.1    MM   8.1 196 1014.6  11.4    MM  11.4   MM   MM    MM
2024 07 05 20 30 270  3.0  4.0    MM    MM    MM  MM 1014.7  11.3    MM  11.3   MM   MM    MM
2024 07 05 20 20 270  3.0  4.0   1.2     9   8.0 294 1014.9  11.3    MM  11.3   MM   MM    MM
2024 07 05 20 10 270  3.0  4.0   1.2    MM   8.0 294 1014.9  11.3    MM  11.3   MM   MM    MM
2024 07 05 20 00 270  3.0  3.0    MM    MM    MM  MM 1015.0  11.2    MM  11.2   MM +0.4    MM
2024 07 05 19 50 270  3.0  3.0   1.3    17   8.6 198 1015.0  11.1    MM  11.1   MM   MM    MM
2024 07 05 19 40 260  2.0  3.0   1.3    MM   8.6 198 1015.0  11.2    MM  11.2   MM   MM    MM
2024 07 05 19 30 250  2.0  3.0    MM    MM    MM  MM 1015.1  11.1    MM  11.1   MM   MM    MM
2024 07 05 19 20 260  2.0  3.0   1.2    17   8.1 209 1015.1  11.0    MM  11.0   MM   MM    MM
2024 07 05 19 10 270  2.0  3.0   1.2    MM   8.1 209 1015.1  10.9    MM  10.9   MM   MM    MM
2024 07 05 19 00 260  2.0  3.0    MM    MM    MM  MM 1015.1  10.9    MM  10.9   MM -0.0    MM
2024 07 05 18 50 260  2.0  3.0   1.2    16   8.1 184 1015.1  10.8    MM  10.8   MM   MM    MM
2024 07 05 18 40 250  3.0  4.0    MM    MM    MM  MM 1015.1  10.7    MM  10.7   MM   MM    MM
2024 07 05 18 30 240  3.0  3.0    MM    MM    MM  MM 1015.1  10.7    MM  10.7   MM   MM    MM
2024 07 05 18 20 250  3.0  4.0   1.3     9   8.2 299 1015.1  10.6    MM  10.6   MM   MM    MM
2024 07 05 18 10 240  3.0  3.0    MM    MM    MM  MM 1015.2  10.6    MM  10.6   MM   MM    MM
2024 07 05 18 00 230  3.0  3.0    MM    MM    MM  MM 1015.0  10.7    MM  10.7   MM -0.0    MM
2024 07 05 17 50 230  2.0  3.0   1.2    16   8.5 198 1015.1  10.7    MM  10.7   MM   MM    MM
2024 07 05 17 40 240  2.0  3.0    MM    MM    MM  MM 1015.0  10.7    MM  10.7   MM   MM    MM
2024 07 05 17 30 240  2.0  3.0    MM    MM    MM  MM 1014.9  10.7    MM  10.7   MM   MM    MM
2024 07 05 17 20 240  2.0  3.0   1.2    16   8.1 189 1014.9  10.8    MM  10.8   MM   MM    MM
2024 07 05 17 10 240  2.0  3.0   1.2    MM   8.1 189 1015.0  10.8    MM  10.8   MM   MM    MM
2024 07 05 17 00 230  1.0  2.0    MM    MM    MM  MM 1015.0  10.8    MM  10.8   MM +0.0    MM
2024 07 05 16 50 240  1.0  2.0   1.1    16   8.1 202 1015.0  11.0    MM  11.0   MM   MM    MM
2024 07 05 16 40  MM  0.0  1.0    MM    MM    MM  MM 1014.9  10.8    MM  10.8   MM   MM    MM
2024 07 05 16 30  MM  0.0  1.0    MM    MM    MM  MM 1014.9  10.9    MM  10.9   MM   MM    MM
2024 07 05 16 20  MM  0.0  1.0   1.2    17   8.3 195 1015.0  11.1    MM  11.1   MM   MM    MM
2024 07 05 16 10  MM  0.0  1.0   1.2    MM   8.3 195 1014.9  10.7    MM  10.7   MM   MM    MM
2024 07 05 16 00  MM  0.0  1.0    MM    MM    MM  MM 1014.9  10.7    MM  10.7   MM +0.8    MM
2024 07 05 15 50  MM  0.0  1.0   1.2    17   8.2 207 1015.0  10.5    MM  10.5   MM   MM    MM
2024 07 05 15 40 280  1.0  1.0   1.2    MM   8.2 207 1015.0  10.4    MM  10.4   MM   MM    MM
2024 07 05 15 30 300  1.0  2.0    MM    MM    MM  MM 1014.9  10.3    MM  10.3   MM   MM    MM
2024 07 05 15 20 310  1.0  1.0   1.1     9   8.0 299 1014.8  10.3    MM  10.3   MM   MM    MM
2024 07 05 15 10  MM  0.0  2.0    MM    MM    MM  MM 1014.8  10.3    MM  10.3   MM   MM    MM
2024 07 05 15 00  MM  0.0  1.0    MM    MM    MM  MM 1014.9  10.3    MM  10.3   MM +0.4    MM
2024 07 05 14 50  MM  0.0  1.0   1.1     9   8.1 307 1014.9  10.3    MM  10.3   MM   MM    MM
2024 07 05 14 40  MM  0.0  1.0    MM    MM    MM  MM 1014.9  10.4    MM  10.4   MM   MM    MM
2024 07 05 14 30  MM  0.0  1.0    MM    MM    MM  MM 1014.8  10.2    MM  10.2   MM   MM    MM
2024 07 05 14 20 350  1.0  2.0   1.1    17   7.8 211 1014.7  10.1    MM  10.1   MM   MM    MM
2024 07 05 14 10 340  1.0  2.0   1.1    MM   7.8 211 1014.6  10.1    MM  10.1   MM   MM    MM
2024 07 05 14 00 350  1.0  2.0    MM    MM    MM  MM 1014.6  10.2    MM  10.2   MM +0.0    MM
2024 07 05 13 50 340  1.0  2.0   1.2    17   8.0 209 1014.5  10.3    MM  10.3   MM   MM    MM
2024 07 05 13 40 340  1.0  2.0    MM    MM    MM  MM 1014.6  10.4    MM  10.4   MM   MM    MM
2024 07 05 13 30 340  1.0  2.0    MM    MM    MM  MM 1014.6  10.5    MM  10.5   MM   MM    MM
2024 07 05 13 20 350  1.0  3.0   1.4    10   8.2 301 1014.6  10.7    MM  10.7   MM   MM    MM
2024 07 05 13 10 350  2.0  3.0   1.4    MM   8.2 301 1014.4  10.7    MM  10.7   MM   MM    MM
2024 07 05 13 00 340  2.0  2.0    MM    MM    MM  MM 1014.4  10.8    MM  10.8   MM +0.0    MM
2024 07 05 12 50 330  2.0  3.0   1.3    10   8.2 301 1014.5  10.8    MM  10.8   MM   MM    MM
2024 07 05 12 40 320  1.0  2.0   1.3    MM   8.2 301 1014.6  10.9    MM  10.9   MM   MM    MM
2024 07 05 12 30 310  1.0  2.0    MM    MM    MM  MM 1014.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 12 20 310  1.0  2.0   1.3    16   8.4 199 1014.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 12 10 310  1.0  2.0   1.3    MM   8.4 199 1014.5  11.1    MM  11.1   MM   MM    MM
2024 07 05 12 00 300  1.0  2.0    MM    MM    MM  MM 1014.6  11.1    MM  11.1   MM -0.4    MM
2024 07 05 11 50 300  2.0  2.0   1.3     9   8.0 321 1014.6  11.1    MM  11.1   MM   MM    MM
2024 07 05 11 40 290  2.0  2.0    MM    MM    MM  MM 1014.6  11.1    MM  11.1   MM   MM    MM
2024 07 05 11 30 280  2.0  3.0    MM    MM    MM  MM 1014.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 11 20 280  1.0  2.0   1.4     9   8.1 314 1014.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 11 10 290  1.0  2.0   1.4    MM   8.1 314 1014.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 11 00 280  1.0  2.0    MM    MM    MM  MM 1014.6  11.1    MM  11.1   MM -0.6    MM
2024 07 05 10 50 270  1.0  2.0   1.4    10   8.3 302 1014.7  11.1    MM  11.1   MM   MM    MM
2024 07 05 10 40 270  1.0  2.0   1.4    MM   8.3 302 1014.7  11.0    MM  11.0   MM   MM    MM
2024 07 05 10 30 280  1.0  2.0    MM    MM    MM  MM 1014.7  10.9    MM  10.9   MM   MM    MM
2024 07 05 10 20 300  1.0  2.0   1.3     9   8.0 305 1014.6  10.9    MM  10.9   MM   MM    MM
2024 07 05 10 10 290  1.0  2.0   1.3    MM   8.0 305 1014.7  11.0    MM  11.0   MM   MM    MM
2024 07 05 10 00 290  1.0  2.0    MM    MM    MM  MM 1014.7  11.0    MM  11.0   MM -1.1    MM
2024 07 05 09 50 300  1.0  2.0   1.4    10   8.2 304 1014.7  11.1    MM  11.1   MM   MM    MM
2024 07 05 09 40 290  1.0  2.0   1.4    MM   8.2 304 1014.7  11.1    MM  11.1   MM   MM    MM
2024 07 05 09 30 280  1.0  2.0    MM    MM    MM  MM 1014.8  11.0    MM  11.0   MM   MM    MM
2024 07 05 09 20 270  1.0  2.0   1.3    10   8.0 311 1014.8  11.0    MM  11.0   MM   MM    MM
2024 07 05 09 10 260  1.0  2.0   1.3    MM   8.0 311 1014.8  11.0    MM  11.0   MM   MM    MM
2024 07 05 09 00 270  1.0  2.0    MM    MM    MM  MM 1014.9  11.0    MM  11.0   MM -0.5    MM
2024 07 05 08 50 280  1.0  2.0   1.3    10   8.1 307 1015.0  11.0    MM  11.0   MM   MM    MM
2024 07 05 08 40 300  1.0  2.0    MM    MM    MM  MM 1015.0  10.9    MM  10.9   MM   MM    MM
2024 07 05 08 30 300  1.0  2.0    MM    MM    MM  MM 1015.0  11.1    MM  11.1   MM   MM    MM
2024 07 05 08 20  MM  0.0  1.0   1.3    10   7.9 302 1015.0  11.1    MM  11.1   MM   MM    MM
2024 07 05 08 10  MM  0.0  1.0   1.3    MM   7.9 302 1015.1  11.0    MM  11.0   MM   MM    MM
2024 07 05 08 00  MM  0.0  1.0    MM    MM    MM  MM 1015.2  11.1    MM  11.1   MM -0.4    MM
2024 07 05 07 50  MM  0.0  1.0   1.3    10   7.8 315 1015.3  11.1    MM  11.1   MM   MM    MM
2024 07 05 07 40  MM  0.0  1.0    MM    MM    MM  MM 1015.3  11.1    MM  11.1   MM   MM    MM
2024 07 05 07 30  MM  0.0  1.0    MM    MM    MM  MM 1015.4  11.1    MM  11.1   MM   MM    MM
2024 07 05 07 20  MM  0.0  2.0   1.4    10   7.8 308 1015.4  11.1    MM  11.1   MM   MM    MM
2024 07 05 07 10  MM  0.0  1.0   1.4    MM   7.8 308 1015.5  11.0    MM  11.0   MM   MM    MM
2024 07 05 07 00  MM  0.0  1.0    MM    MM    MM  MM 1015.5  11.0    MM  11.0   MM +0.6    MM
2024 07 05 06 50  MM  0.0  1.0   1.3    10   7.7 308 1015.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 06 40  MM  0.0  0.0   1.3    MM   7.7 308 1015.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 06 30  MM  0.0  0.0    MM    MM    MM  MM 1015.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 06 20 230  1.0  1.0   1.5    10   7.9 308 1015.6  11.0    MM  11.0   MM   MM    MM
2024 07 05 06 10 210  1.0  2.0   1.5    MM   7.9 308 1015.5  10.9    MM  10.9   MM   MM    MM
2024 07 05 06 00 230  1.0  1.0    MM    MM    MM  MM 1015.5  11.1    MM  11.1   MM +0.6    MM
2024 07 05 05 50 240  1.0  1.0   1.4     9   7.9 318 1015.6  11.1    MM  11.1   MM   MM    MM
2024 07 05 05 40  MM  0.0  1.0    MM    MM    MM  MM 1015.6  11.3    MM  11.3   MM   MM    MM
2024 07 05 05 30  MM  0.0  1.0    MM    MM    MM  MM 1015.6  11.4    MM  11.4   MM   MM    MM
2024 07 05 05 20  MM  0.0  1.0   1.4     9   7.5 308 1015.6  11.4    MM  11.4   MM   MM    MM
2024 07 05 05 10  MM  0.0  1.0   1.4    MM   7.5 308 1015.5  11.4    MM  11.4   MM   MM    MM
2024 07 05 05 00  MM  0.0  1.0    MM    MM    MM  MM 1015.5  11.4    MM  11.4   MM +0.8    MM
2024 07 05 04 50  MM  0.0  1.0   1.4    10   7.7 311 1015.5  11.4    MM  11.4   MM   MM    MM
2024 07 05 04 40  MM  0.0  1.0    MM    MM    MM  MM 1015.5  11.5    MM  11.5   MM   MM    MM
2024 07 05 04 30 250  1.0  1.0    MM    MM    MM  MM 1015.4  11.5    MM  11.5   MM   MM    MM
2024 07 05 04 20 260  1.0  1.0   1.4    10   7.7 314 1015.2  11.5    MM  11.5   MM   MM    MM
2024 07 05 04 10 250  1.0  2.0   1.4    MM   7.7 314 1015.2  11.6    MM  11.6   MM   MM    MM
2024 07 05 04 00 250  2.0  2.0    MM    MM    MM  MM 1015.2  11.8    MM  11.8   MM +0.0    MM
2024 07 05 03 50 240  2.0  3.0   1.6    10   7.9 314 1015.1  11.8    MM  11.8   MM   MM    MM
2024 07 05 03 40 230  2.0  3.0   1.6    MM   7.9 314 1015.1  11.8    MM  11.8   MM   MM    MM
2024 07 05 03 30 220  2.0  3.0    MM    MM    MM  MM 1015.0  11.9    MM  11.9   MM   MM    MM
2024 07 05 03 20 210  2.0  3.0   1.6     9   7.8 314 1015.1  11.9    MM  11.9   MM   MM    MM
2024 07 05 03 10 210  3.0  3.0   1.6    MM   7.8 314 1015.1  12.0    MM  12.0   MM   MM    MM
2024 07 05 03 00 210  3.0  3.0    MM    MM    MM  MM 1015.1  12.2    MM  12.2   MM -0.4    MM
2024 07 05 02 50 200  2.0  3.0   1.5    10   7.7 319 1015.0  12.3    MM  12.3   MM   MM    MM
2024 07 05 02 40 200  2.0  3.0    MM    MM    MM  MM 1015.0  12.2    MM  12.2   MM   MM    MM
2024 07 05 02 30 210  2.0  3.0    MM    MM    MM  MM 1014.9  12.2    MM  12.2   MM   MM    MM
2024 07 05 02 20 210  3.0  3.0   1.6    10   7.9 317 1014.9  12.0    MM  12.0   MM   MM    MM
2024 07 05 02 10 210  3.0  4.0   1.6    MM   7.9 317 1014.8  12.0    MM  12.0   MM   MM    MM
2024 07 05 02 00 210  3.0  4.0    MM    MM    MM  MM 1014.7  12.1    MM  12.1   MM -0.7    MM
2024 07 05 01 50 220  3.0  3.0   1.7    10   8.2 317 1014.7  12.1    MM  12.1   MM   MM    MM
2024 07 05 01 40 220  3.0  3.0    MM    MM    MM  MM 1014.6  12.0    MM  12.0   MM   MM    MM
2024 07 05 01 30 220  3.0  3.0    MM    MM    MM  MM 1014.6  12.0    MM  12.0   MM   MM    MM
2024 07 05 01 20 220  3.0  4.0   1.8    10   8.2 314 1014.7  11.9    MM  11.9   MM   MM    MM
2024 07 05 01 10 210  3.0  4.0   1.8    MM   8.2 314 1014.7  11.9    MM  11.9   MM   MM    MM
2024 07 05 01 00 210  3.0  4.0    MM    MM    MM  MM 1014.7  12.0    MM  12.0   MM -0.6    MM
2024 07 05 00 50 210  3.0  4.0   1.8    10   8.3 306 1014.8  11.9    MM  11.9   MM   MM    MM
2024 07 05 00 40 210  3.0  4.0    MM    MM    MM  MM 1014.9  11.9    MM  11.9   MM   MM    MM
2024 07 05 00 30 200  3.0  4.0    MM    MM    MM  MM 1015.0  11.9    MM  11.9   MM   MM    MM
2024 07 05 00 20 210  3.0  4.0   1.9    10   8.1 321 1015.1  12.0    MM  12.0   MM   MM    MM
2024 07 05 00 10 210  2.0  3.0   1.9    MM   8.1 321 1015.1  11.9    MM  11.9   MM   MM    MM
2024 07 05 00 00 210  2.0  3.0    MM    MM    MM  MM 1015.2  11.9    MM  11.8   MM -0.6    MM
2024 07 04 23 50 210  2.0  3.0   1.8    10   8.1 322 1015.1  12.0    MM  11.9   MM   MM    MM
2024 07 04 23 40 200  2.0  4.0    MM    MM    MM  MM 1015.3  12.0    MM  11.9   MM   MM    MM
2024 07 04 23 10 200  2.0  3.0   1.9    MM   8.0 320 1015.3  12.1    MM  12.0   MM   MM    MM
2024 07 04 23 00 200  3.0  3.0    MM    MM    MM  MM 1015.3  12.1    MM  12.0   MM -0.5    MM
2024 07 04 22 50 200  3.0  4.0   1.8    10   7.9 314 1015.4  12.2    MM  12.1   MM   MM    MM
2024 07 04 22 40 200  3.0  4.0   1.8    MM   7.9 314 1015.5  12.2    MM  12.1   MM   MM    MM
2024 07 04 22 30 190  3.0  4.0    MM    MM    MM  MM 1015.6  12.3    MM  12.1   MM   MM    MM
2024 07 04 22 20 190  3.0  4.0   1.8    10   8.1 322 1015.6  12.3    MM  12.1   MM   MM    MM
2024 07 04 22 10 190  3.0  5.0   1.8    MM   8.1 322 1015.7  12.4    MM  12.2   MM   MM    MM
2024 07 04 22 00 190  3.0  4.0    MM    MM    MM  MM 1015.6  12.6    MM  12.4   MM -0.5    MM
2024 07 04 21 50 190  3.0  4.0   1.9    10   7.9 322 1015.7  12.6    MM  12.4   MM   MM    MM
2024 07 04 21 40 190  3.0  4.0    MM    MM    MM  MM 1015.7  12.7    MM  12.5   MM   MM    MM
2024 07 04 21 30 190  3.0  4.0    MM    MM    MM  MM 1015.8  12.8    MM  12.4   MM   MM    MM
2024 07 04 21 20 190  3.0  4.0   1.8    10   7.8 321 1015.8  13.0    MM  12.6   MM   MM    MM
2024 07 04 21 10 190  3.0  4.0   1.8    MM   7.8 321 1015.9  13.1    MM  12.7   MM   MM    MM
2024 07 04 21 00 190  3.0  4.0    MM    MM    MM  MM 1015.8  13.2    MM  12.8   MM +0.0    MM
2024 07 04 20 50 180  3.0  4.0   1.8    10   7.7 326 1015.9  13.4    MM  13.0   MM   MM    MM
2024 07 04 20 40 180  3.0  4.0    MM    MM    MM  MM 1015.9  13.5    MM  13.2   MM   MM    MM
2024 07 04 20 30 170  2.0  3.0    MM    MM    MM  MM 1016.0  13.6    MM  13.4   MM   MM    MM
2024 07 04 20 20 170  2.0  4.0   1.9    10   7.9 319 1016.0  13.7    MM  13.5   MM   MM    MM
2024 07 04 20 10 160  2.0  3.0   1.9    MM   7.9 319 1015.9  13.8    MM  13.6   MM   MM    MM
2024 07 04 20 00 150  2.0  4.0    MM    MM    MM  MM 1015.9  13.8    MM  13.6   MM +0.3    MM
2024 07 04 19 50 140  2.0  3.0   1.6     9   7.4 314 1015.8  13.8    MM  13.6   MM   MM    MM
2024 07 04 19 40 130  2.0  3.0    MM    MM    MM  MM 1015.8  13.7    MM  13.5   MM   MM    MM
2024 07 04 19 30 130  2.0  3.0    MM    MM    MM  MM 1015.9  13.6    MM  13.4   MM   MM    MM
2024 07 04 19 20 130  2.0  3.0   1.8    10   7.6 317 1015.9  13.6    MM  13.4   MM   MM    MM
2024 07 04 19 10 110  2.0  3.0   1.8    MM   7.6 317 1016.0  13.5    MM  13.3   MM   MM    MM
2024 07 04 19 00 110  2.0  4.0    MM    MM    MM  MM 1016.0  13.5    MM  13.3   MM +0.9    MM
2024 07 04 18 50 120  2.0  4.0   1.8    11   7.8 320 1015.9  13.4    MM  13.2   MM   MM    MM
2024 07 04 18 40 120  2.0  4.0    MM    MM    MM  MM 1016.0  13.4    MM  13.2   MM   MM    MM
2024 07 04 18 30 120  3.0  4.0    MM    MM    MM  MM 1015.9  13.5    MM  13.3   MM   MM    MM
2024 07 04 18 20 120  3.0  4.0   1.8    10   7.9 326 1015.8  13.5    MM  13.2   MM   MM    MM
2024 07 04 18 10 130  3.0  4.0   1.8    MM   7.9 326 1015.8  13.5    MM  13.2   MM   MM    MM
2024 07 04 18 00 120  3.0  4.0    MM    MM    MM  MM 1015.8  13.5    MM  13.2   MM +1.3    MM
2024 07 04 17 50 120  2.0  4.0   2.1    10   8.2 320 1015.8  13.5    MM  13.2   MM   MM    MM
2024 07 04 17 40 120  2.0  3.0    MM    MM    MM  MM 1015.7  13.4    MM  13.1   MM   MM    MM
2024 07 04 17 30 110  2.0  4.0    MM    MM    MM  MM 1015.6  13.3    MM  13.0   MM   MM    MM
2024 07 04 17 20 100  2.0  3.0   2.0    10   8.2 317 1015.6  13.3    MM  13.0   MM   MM    MM
2024 07 04 17 10 100  2.0  4.0    MM    MM    MM  MM 1015.6  13.3    MM  13.1   MM   MM    MM
2024 07 04 17 00 100  2.0  4.0    MM    MM    MM  MM 1015.5  13.3    MM  13.1   MM +1.6    MM
2024 07 04 16 50 100  2.0  3.0   1.9    11   8.2 323 1015.5  13.2    MM  13.0   MM   MM    MM
2024 07 04 16 40  80  2.0  3.0    MM    MM    MM  MM 1015.4  13.0    MM  12.8   MM   MM    MM
2024 07 04 16 30  90  2.0  3.0    MM    MM    MM  MM 1015.3  13.0    MM  12.8   MM   MM    MM
2024 07 04 16 20  90  2.0  3.0   2.0    10   8.3 318 1015.3  13.0    MM  12.8   MM   MM    MM
2024 07 04 16 10 100  2.0  3.0   2.0    MM   8.3 318 1015.1  13.0    MM  12.8   MM   MM    MM
2024 07 04 16 00 100  2.0  3.0    MM    MM    MM  MM 1015.1  12.9    MM  12.7   MM +1.6    MM
2024 07 04 15 50  90  2.0  3.0   2.0    10   8.2 319 1014.9  12.8    MM  12.6   MM   MM    MM
2024 07 04 15 40  90  2.0  3.0    MM    MM    MM  MM 1014.9  12.7    MM  12.5   MM   MM    MM
2024 07 04 15 30  90  2.0  3.0    MM    MM    MM  MM 1014.9  12.6    MM  12.5   MM   MM    MM
2024 07 04 15 20  90  2.0  4.0   1.8    10   7.8 324 1014.6  12.5    MM  12.4   MM   MM    MM
2024 07 04 15 10  80  2.0  3.0   1.8    MM   7.8 324 1014.6  12.4    MM  12.3   MM   MM    MM
2024 07 04 15 00  80  2.0  3.0    MM    MM    MM  MM 1014.5  12.2    MM  12.1   MM +1.6    MM
2024 07 04 14 50  80  2.0  4.0   2.0    11   8.2 317 1014.5  12.2    MM  12.1   MM   MM    MM
2024 07 04 14 40  80  2.0  3.0    MM    MM    MM  MM 1014.4  12.2    MM  12.1   MM   MM    MM
2024 07 04 14 30  90  2.0  3.0    MM    MM    MM  MM 1014.3  12.1    MM  12.1   MM   MM    MM
2024 07 04 14 20  90  2.0  3.0   2.0    10   8.2 321 1014.2  12.1    MM  12.1   MM   MM    MM
2024 07 04 14 10  80  2.0  3.0   2.0    MM   8.2 321 1014.2  12.1    MM  12.1   MM   MM    MM
2024 07 04 14 00  80  2.0  3.0    MM    MM    MM  MM 1014.0  12.1    MM  12.1   MM +1.4    MM
2024 07 04 13 50  90  2.0  3.0   1.9    11   8.0 315 1013.9  12.1    MM  12.1   MM   MM    MM
2024 07 04 13 40  90  2.0  3.0   1.9    MM   8.0 315 1013.8  12.0    MM  12.0   MM   MM    MM
2024 07 04 13 30  90  2.0  3.0    MM    MM    MM  MM 1013.8  11.8    MM  11.8   MM   MM    MM
2024 07 04 13 20  80  2.0  3.0   1.9    11   8.2 315 1013.7  11.7    MM  11.7   MM   MM    MM
2024 07 04 13 10  80  2.0  3.0    MM    MM    MM  MM 1013.6  11.7    MM  11.7   MM   MM    MM
2024 07 04 13 00  80  2.0  3.0    MM    MM    MM  MM 1013.5  11.7    MM  11.7   MM +0.9    MM
2024 07 04 12 50  90  2.0  3.0   1.9     9   7.7 310 1013.5  11.8    MM  11.8   MM   MM    MM
2024 07 04 12 40  90  2.0  3.0    MM    MM    MM  MM 1013.3  12.0    MM  12.0   MM   MM    MM
2024 07 04 12 30  90  2.0  3.0    MM    MM    MM  MM 1013.2  11.9    MM  11.9   MM   MM    MM
2024 07 04 12 20  80  2.0  3.0   2.2    10   8.3 309 1013.1  12.0    MM  12.0   MM   MM    MM
2024 07 04 12 10  80  2.0  3.0   2.2    MM   8.3 309 1013.0  12.0    MM  12.0   MM   MM    MM
2024 07 04 12 00  70  2.0  3.0    MM    MM    MM  MM 1012.9  11.9    MM  11.9   MM +0.6    MM
2024 07 04 11 50  50  2.0  3.0   2.3    10   8.2 314 1012.9  11.6    MM  11.6   MM   MM    MM
2024 07 04 11 40  50  2.0  2.0    MM    MM    MM  MM 1012.9  11.9    MM  11.9   MM   MM    MM
2024 07 04 11 30  60  1.0  2.0    MM    MM    MM  MM 1012.9  12.0    MM  12.0   MM   MM    MM
2024 07 04 11 20  80  1.0  2.0   2.0    11   7.6 316 1012.8  12.0    MM  12.0   MM   MM    MM
2024 07 04 11 10 110  1.0  2.0   2.0    MM   7.6 316 1012.7  11.9    MM  11.9   MM   MM    MM
2024 07 04 11 00 120  1.0  2.0    MM    MM    MM  MM 1012.7  11.9    MM  11.9   MM +0.4    MM
2024 07 04 10 50 140  1.0  3.0   2.4    11   8.1 310 1012.7  12.1    MM  12.1   MM   MM    MM
2024 07 04 10 40 130  1.0  2.0    MM    MM    MM  MM 1012.6  12.2    MM  12.2   MM   MM    MM
2024 07 04 10 30  MM  0.0  2.0    MM    MM    MM  MM 1012.7  12.1    MM  12.0   MM   MM    MM
2024 07 04 10 20  MM  0.0  2.0   2.3    10   7.7 312 1012.8  12.2    MM  12.1   MM   MM    MM
2024 07 04 10 10 100  1.0  2.0   2.3    MM   7.7 312 1012.7  12.2    MM  12.1   MM   MM    MM
2024 07 04 10 00  MM  0.0  2.0    MM    MM    MM  MM 1012.7  12.3    MM  12.2   MM +0.5    MM
2024 07 04 09 50  MM  0.0  2.0   2.3    10   7.7 312 1012.7  12.4    MM  12.3   MM   MM    MM
2024 07 04 09 40  MM  0.0  2.0   2.3    MM   7.7 312 1012.6  12.3    MM  12.2   MM   MM    MM
2024 07 04 09 30  MM  0.0  1.0    MM    MM    MM  MM 1012.5  12.2    MM  12.1   MM   MM    MM
2024 07 04 09 20 120  1.0  2.0   2.4    11   7.9 310 1012.4  12.4    MM  12.3   MM   MM    MM
2024 07 04 09 10 140  1.0  3.0   2.4    MM   7.9 310 1012.4  12.6    MM  12.5   MM   MM    MM
2024 07 04 09 00 120  1.0  3.0    MM    MM    MM  MM 1012.4  12.5    MM  12.4   MM +0.5    MM
